Varies per block?       ,1,Unit,L,2,1,2024
Varies per sequence?    ,1
# of agents             ,5
Stag,Seq.,Blck,Ethanol 1G,Ethanol 2G,SAF,Green diesel,Bio Gasoline
1,161,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,162,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,163,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,164,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,165,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,166,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,167,1,2.1897288e8,-0.0,-0.0,-0.0,-0.0
1,168,1,2.1897288e8,-0.0,-0.0,-0.0,-0.0
1,169,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,170,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,171,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,172,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,173,1,2.1897288e8,-0.0,-0.0,-0.0,-0.0
1,174,1,2.1897288e8,-0.0,-0.0,-0.0,-0.0
1,175,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,176,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,177,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,178,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,179,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,180,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,181,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,182,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,183,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,184,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,185,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,186,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,187,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,188,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,189,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,190,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,191,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,192,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,193,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,194,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,195,1,1.09e8,-0.0,176183.5032,42843.6311,24919.2548
1,196,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,197,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,198,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,199,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,200,1,1.09e8,-0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
